Latitude,Longitude,Road_Surface_Friction,Traffic_Density,HCV_Ratio,Speed_Limit_Breaches,Rash_Driving_Incidents,Accident_Risk_Label,Hour,Weather_Fine,Weather_Heavy Rain,Weather_Mist/Fog,Road_Curvature_Slight Curve,Road_Curvature_Straight,Lighting_Dusk,Lighting_Night-Lit,Lighting_Night-Unlit,Surface_Condition_Severe Potholes,Surface_Condition_Smooth,Historical_Accident_Cause_Potholes,Historical_Accident_Cause_Speeding,News_Sentiment_Neutral,News_Sentiment_Positive (Safe),Cluster
19.202531644514657,72.93217224797738,0.9411801003255376,-0.8014415453276742,-0.7294076130079896,-0.4664734743738332,0.258283591467506,1,1.2435694693575496,False,False,False,False,True,False,False,True,True,False,False,False,False,True,0
19.04390077348481,72.92781300458257,0.0141379806663323,-1.5571232235871402,-0.8423067039373802,-0.1194294253902255,1.476192072621121,1,1.2435694693575496,True,False,False,False,True,True,False,False,False,True,False,False,True,False,0
19.15315797565868,72.84419431026126,1.1256113789333002,1.6352463151824406,1.0908468437196803,-0.3970646645771116,-0.7856379638070211,1,0.2328895337366454,True,False,False,False,False,False,False,True,False,True,False,False,False,False,0
19.22962998014147,72.97390541162683,0.9072407767188236,-0.9325291833930918,-1.72890399222926,0.1582058137966606,0.7802443691047696,1,0.6660380775741758,False,False,False,False,True,False,True,False,False,True,False,False,False,True,0
19.040263275458013,72.92148141677536,0.6326391202309981,-0.9556622959928712,1.613559009427054,1.3381555803409269,-0.7856379638070211,1,-0.2002590101008849,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
19.19441162700097,72.8607219818458,1.7123369070086658,-1.5802563361869195,-1.253475008158888,-1.2993791919344917,1.1282182208629452,1,0.8104209255200193,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0
19.21850041986905,72.92491010676993,0.0299873662684869,-1.171571346924147,-0.5823294496515411,-0.2582470449836685,-0.6116510379279333,1,0.3772723816824889,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
19.1047790842593,72.97535327297106,0.4526797754679391,1.2651165135859674,1.0524142674874497,1.0605203411540407,-1.307598741444285,1,1.5323351652492363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
19.118473763459782,72.88919502925106,-1.6492187632479507,1.450181414384204,-0.6636482273267656,0.713476292170433,0.6062574432256818,1,0.5216552296283323,True,False,False,False,True,False,False,True,False,False,False,False,False,True,0
19.15651041018505,72.82858910577701,-1.301953813492372,1.5427138647833225,1.5214919501842252,0.6440674823737115,-1.6555725932024603,1,-0.0558761621550414,True,False,False,False,True,True,False,False,False,True,False,False,True,False,0
19.10521493133136,72.94394094763894,-1.158266442262062,-0.1151592048675469,1.0068524398029413,1.1993379607474837,-0.7856379638070211,1,-1.2109389457217892,False,True,False,False,True,False,False,False,False,True,False,False,True,False,0
19.200569998568923,72.93237534620005,-0.9850574749079614,0.1701491838630677,-1.1371839538652802,-0.2582470449836685,1.1282182208629452,1,-1.3553217936676327,True,False,False,False,True,False,False,True,True,False,False,True,True,False,0
19.161966246241725,72.8905358239251,1.0527976345386163,-1.4800128482545416,0.1727923260020576,-0.5358822841705547,1.1282182208629452,1,0.5216552296283323,True,False,False,True,False,False,False,False,True,False,False,False,True,False,0
19.04558494310025,72.97420767084411,-0.643985646097344,0.7716101114573365,1.0057617207504428,-0.2582470449836685,-0.9596248896861088,1,-0.9221732498301024,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0
